time_recorded,num,miss,date,mode,term,direction,etat
2022-06-24 10:51:00,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:51:00,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:51:00,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:51:00,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:51:00,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:51:00,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:51:00,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:51:00,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:51:00,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:51:00,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:51:00,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
2022-06-24 10:51:00,KONI82,KONI,24/06/2022 12:53,R,87393579,0,
2022-06-24 10:51:00,PITO86,PITO,24/06/2022 13:08,R,87758896,0,
2022-06-24 10:51:00,KONI88,KONI,24/06/2022 13:14,R,87393579,0,
2022-06-24 10:51:00,PITO92,PITO,24/06/2022 13:29,R,87758896,1,
2022-06-24 10:51:00,KONI94,KONI,24/06/2022 13:35,R,87393579,1,
2022-06-24 10:52:01,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:52:01,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:52:01,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:52:01,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:52:01,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:52:01,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:52:01,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:52:01,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:52:01,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:52:01,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:52:01,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
2022-06-24 10:52:01,KONI82,KONI,24/06/2022 12:53,R,87393579,0,
2022-06-24 10:52:01,PITO86,PITO,24/06/2022 13:08,R,87758896,0,
2022-06-24 10:52:01,KONI88,KONI,24/06/2022 13:14,R,87393579,0,
2022-06-24 10:52:01,PITO92,PITO,24/06/2022 13:29,R,87758896,1,
2022-06-24 10:52:01,KONI94,KONI,24/06/2022 13:35,R,87393579,1,
2022-06-24 10:52:01,PITO98,PITO,24/06/2022 13:50,R,87758896,1,
2022-06-24 10:53:01,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:53:01,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:53:01,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:53:01,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:53:01,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:53:01,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:53:01,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:53:01,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:53:01,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:53:01,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:53:01,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
2022-06-24 10:53:01,KONI82,KONI,24/06/2022 12:53,R,87393579,0,
2022-06-24 10:53:01,PITO86,PITO,24/06/2022 13:08,R,87758896,0,
2022-06-24 10:53:01,KONI88,KONI,24/06/2022 13:14,R,87393579,0,
2022-06-24 10:53:01,PITO92,PITO,24/06/2022 13:29,R,87758896,1,
2022-06-24 10:53:01,KONI94,KONI,24/06/2022 13:35,R,87393579,1,
2022-06-24 10:53:01,PITO98,PITO,24/06/2022 13:50,R,87758896,1,
2022-06-24 10:54:01,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:54:01,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:54:01,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:54:01,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:54:01,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:54:01,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:54:01,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:54:01,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:54:01,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:54:01,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:54:01,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
2022-06-24 10:54:01,KONI82,KONI,24/06/2022 12:53,R,87393579,0,
2022-06-24 10:54:01,PITO86,PITO,24/06/2022 13:08,R,87758896,0,
2022-06-24 10:54:01,KONI88,KONI,24/06/2022 13:14,R,87393579,0,
2022-06-24 10:54:01,PITO92,PITO,24/06/2022 13:29,R,87758896,1,
2022-06-24 10:54:01,KONI94,KONI,24/06/2022 13:35,R,87393579,1,
2022-06-24 10:54:01,PITO98,PITO,24/06/2022 13:50,R,87758896,1,
2022-06-24 10:55:01,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:55:01,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:55:01,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:55:01,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:55:01,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:55:01,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:55:01,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:55:01,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:55:01,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:55:01,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:55:01,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
2022-06-24 10:55:01,KONI82,KONI,24/06/2022 12:53,R,87393579,0,
2022-06-24 10:55:01,PITO86,PITO,24/06/2022 13:08,R,87758896,0,
2022-06-24 10:55:01,KONI88,KONI,24/06/2022 13:14,R,87393579,0,
2022-06-24 10:55:01,PITO92,PITO,24/06/2022 13:29,R,87758896,1,
2022-06-24 10:55:01,KONI94,KONI,24/06/2022 13:35,R,87393579,1,
2022-06-24 10:55:01,PITO98,PITO,24/06/2022 13:50,R,87758896,1,
2022-06-24 10:56:00,PITO50,PITO,24/06/2022 11:02,R,87758789,1,Supprimé
2022-06-24 10:56:00,KONI52,KONI,24/06/2022 11:08,R,87393579,1,
2022-06-24 10:56:00,PITO56,PITO,24/06/2022 11:23,R,87758896,1,
2022-06-24 10:56:00,KONI58,KONI,24/06/2022 11:29,R,87393579,1,
2022-06-24 10:56:00,PITO62,PITO,24/06/2022 11:44,R,87758896,0,
2022-06-24 10:56:00,KONI64,KONI,24/06/2022 11:50,R,87758623,0,Supprimé
2022-06-24 10:56:00,PITO68,PITO,24/06/2022 12:05,R,87758896,0,
2022-06-24 10:56:00,KONI70,KONI,24/06/2022 12:11,R,87393579,1,
2022-06-24 10:56:00,PITO74,PITO,24/06/2022 12:26,R,87758896,1,
2022-06-24 10:56:00,KONI76,KONI,24/06/2022 12:32,R,87393579,1,
2022-06-24 10:56:00,PITO80,PITO,24/06/2022 12:47,R,87758896,0,
