
2022-06-25 10:58:00,PIER90,PIER,25/06/2022 10:59,R,87758896,1,
2022-06-25 10:58:00,KARI92,KARI,25/06/2022 11:06,R,87758623,1,Supprimé
2022-06-25 10:58:00,PIER96,PIER,25/06/2022 11:14,R,87758896,1,
2022-06-25 10:58:00,KARI98,KARI,25/06/2022 11:21,R,87393579,1,
2022-06-25 10:58:00,PIST04,PIST,25/06/2022 11:29,R,87758896,0,
2022-06-25 10:58:00,KALI06,KALI,25/06/2022 11:36,R,87758623,0,Supprimé
2022-06-25 10:58:00,PIST10,PIST,25/06/2022 11:44,R,87758896,1,
2022-06-25 10:58:00,KALI12,KALI,25/06/2022 11:51,R,87393579,1,
2022-06-25 10:58:00,PIST16,PIST,25/06/2022 11:59,R,87758896,1,
2022-06-25 10:58:00,KALI18,KALI,25/06/2022 12:06,R,87393579,1,
2022-06-25 10:58:00,PIST22,PIST,25/06/2022 12:14,R,87758896,0,
2022-06-25 10:58:00,KALI24,KALI,25/06/2022 12:21,R,87393579,0,
2022-06-25 10:58:00,PIST28,PIST,25/06/2022 12:29,R,87758896,0,
2022-06-25 10:58:00,KALI30,KALI,25/06/2022 12:36,R,87393579,1,
2022-06-25 10:58:00,PIST34,PIST,25/06/2022 12:44,R,87758789,1,Supprimé
2022-06-25 10:58:00,KALI36,KALI,25/06/2022 12:51,R,87393579,1,Supprimé
2022-06-25 10:59:01,KARI92,KARI,25/06/2022 11:06,R,87758623,1,Supprimé
2022-06-25 10:59:01,PIER96,PIER,25/06/2022 11:14,R,87758896,1,
2022-06-25 10:59:01,KARI98,KARI,25/06/2022 11:21,R,87393579,1,
2022-06-25 10:59:01,PIST04,PIST,25/06/2022 11:29,R,87758896,0,
2022-06-25 10:59:01,KALI06,KALI,25/06/2022 11:36,R,87758623,0,Supprimé
2022-06-25 10:59:01,PIST10,PIST,25/06/2022 11:44,R,87758896,1,
2022-06-25 10:59:01,KALI12,KALI,25/06/2022 11:51,R,87393579,1,
2022-06-25 10:59:01,PIST16,PIST,25/06/2022 11:59,R,87758896,1,
2022-06-25 10:59:01,KALI18,KALI,25/06/2022 12:06,R,87393579,1,
2022-06-25 10:59:01,PIST22,PIST,25/06/2022 12:14,R,87758896,0,
2022-06-25 10:59:01,KALI24,KALI,25/06/2022 12:21,R,87393579,0,
2022-06-25 10:59:01,PIST28,PIST,25/06/2022 12:29,R,87758896,0,
2022-06-25 10:59:01,KALI30,KALI,25/06/2022 12:36,R,87393579,1,
2022-06-25 10:59:01,PIST34,PIST,25/06/2022 12:44,R,87758789,1,Supprimé
2022-06-25 10:59:01,KALI36,KALI,25/06/2022 12:51,R,87393579,1,Supprimé
2022-06-25 11:00:00,KARI92,KARI,25/06/2022 11:06,R,87758623,1,Supprimé
2022-06-25 11:00:00,PIER96,PIER,25/06/2022 11:14,R,87758896,1,
2022-06-25 11:00:00,KARI98,KARI,25/06/2022 11:21,R,87393579,1,
2022-06-25 11:00:00,PIST04,PIST,25/06/2022 11:29,R,87758896,0,
2022-06-25 11:00:00,KALI06,KALI,25/06/2022 11:36,R,87758623,0,Supprimé
2022-06-25 11:00:00,PIST10,PIST,25/06/2022 11:44,R,87758896,1,
2022-06-25 11:00:00,KALI12,KALI,25/06/2022 11:51,R,87393579,1,
2022-06-25 11:00:00,PIST16,PIST,25/06/2022 11:59,R,87758896,1,
2022-06-25 11:00:00,KALI18,KALI,25/06/2022 12:06,R,87393579,1,
