time_recorded,num,miss,date,mode,term,direction,etat
2022-06-25 00:06:08,SOSY22,SOSY,25/06/2022 00:07,R,87758722,0,
2022-06-25 00:06:08,PILO24,PILO,25/06/2022 00:08,R,87758896,0,
2022-06-25 00:06:08,INES09,INES,25/06/2022 00:13,R,87271528,0,
2022-06-25 00:06:08,KFAT26,KFAT,25/06/2022 00:20,R,87393579,0,
2022-06-25 00:06:08,EPAX11,EPAX,25/06/2022 00:23,R,87001479,1,
2022-06-25 00:06:08,ILER13,ILER,25/06/2022 00:27,R,87271528,1,
2022-06-25 00:06:08,SOSY28,SOSY,25/06/2022 00:28,R,87758722,0,
2022-06-25 00:06:08,EACE15,EACE,25/06/2022 00:34,R,87001479,1,
2022-06-25 00:06:08,INES17,INES,25/06/2022 00:39,R,87758623,1,Supprimé
2022-06-25 00:06:08,IBEM19,IBEM,25/06/2022 00:54,R,87271528,1,
2022-06-25 00:06:08,ILER21,ILER,25/06/2022 01:09,R,87271528,0,
2022-06-25 00:07:02,PILO24,PILO,25/06/2022 00:08,R,87758896,0,
2022-06-25 00:07:02,SOSY22,SOSY,25/06/2022 00:08,R,87758722,0,
2022-06-25 00:07:02,INES09,INES,25/06/2022 00:13,R,87271528,0,
2022-06-25 00:07:02,KFAT26,KFAT,25/06/2022 00:20,R,87393579,0,
2022-06-25 00:07:02,EPAX11,EPAX,25/06/2022 00:23,R,87001479,1,
2022-06-25 00:07:02,ILER13,ILER,25/06/2022 00:27,R,87271528,1,
2022-06-25 00:07:02,SOSY28,SOSY,25/06/2022 00:28,R,87758722,0,
2022-06-25 00:07:02,EACE15,EACE,25/06/2022 00:35,R,87001479,1,
2022-06-25 00:07:02,INES17,INES,25/06/2022 00:39,R,87758623,1,Supprimé
2022-06-25 00:07:02,IBEM19,IBEM,25/06/2022 00:54,R,87271528,1,
2022-06-25 00:07:02,ILER21,ILER,25/06/2022 01:09,R,87271528,0,
2022-06-25 00:07:50,SOSY22,SOSY,25/06/2022 00:08,R,87758722,0,
2022-06-25 00:07:50,INES09,INES,25/06/2022 00:13,R,87271528,0,
2022-06-25 00:07:50,PILO24,PILO,25/06/2022 00:13,R,87758896,0,
2022-06-25 00:07:50,KFAT26,KFAT,25/06/2022 00:21,R,87393579,0,
2022-06-25 00:07:50,EPAX11,EPAX,25/06/2022 00:23,R,87001479,1,
2022-06-25 00:07:50,ILER13,ILER,25/06/2022 00:27,R,87271528,1,
2022-06-25 00:07:50,SOSY28,SOSY,25/06/2022 00:28,R,87758722,0,
2022-06-25 00:07:50,EACE15,EACE,25/06/2022 00:35,R,87001479,1,
