trip_id;trip_line;origin;origin_id;time_departure;arrival;arrival_id;time_arrival;time_travelled;DataFrame Column
IDFM:TN:SNCF:21b23b5d-b1e4-4ba1-bb4d-da0a09dc69e7;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 00:45:30;Sevran - Livry;IDFM:73439;0 days 00:48:40;0 days 00:03:10;0 days 00:03:10
IDFM:TN:SNCF:21b23b5d-b1e4-4ba1-bb4d-da0a09dc69e7;IDFM:C01743;Sevran - Livry;IDFM:73439;0 days 00:49:10;Vert Galant;IDFM:73482;0 days 00:51:40;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:21b23b5d-b1e4-4ba1-bb4d-da0a09dc69e7;IDFM:C01743;Vert Galant;IDFM:73482;0 days 00:52:10;Villeparisis - Mitry-le-Neuf;IDFM:68916;0 days 00:54:30;0 days 00:02:20;0 days 00:02:20
IDFM:TN:SNCF:21b23b5d-b1e4-4ba1-bb4d-da0a09dc69e7;IDFM:C01743;Villeparisis - Mitry-le-Neuf;IDFM:68916;0 days 00:55:00;Mitry - Claye;IDFM:69065;0 days 00:59:40;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Robinson;IDFM:427230;0 days 23:36:57;Fontenay-aux-Roses;IDFM:70133;0 days 23:38:58;0 days 00:02:01;0 days 00:02:01
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Fontenay-aux-Roses;IDFM:70133;0 days 23:39:28;Sceaux;IDFM:74265;0 days 23:40:42;0 days 00:01:14;0 days 00:01:14
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Sceaux;IDFM:74265;0 days 23:41:12;Bourg-la-Reine;IDFM:70033;0 days 23:42:40;0 days 00:01:28;0 days 00:01:28
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 23:43:20;Bagneux;IDFM:70210;0 days 23:45:25;0 days 00:02:05;0 days 00:02:05
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Bagneux;IDFM:70210;0 days 23:45:55;Arcueil - Cachan;IDFM:70263;0 days 23:47:05;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Arcueil - Cachan;IDFM:70263;0 days 23:47:35;Laplace;IDFM:70427;0 days 23:49:08;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Laplace;IDFM:70427;0 days 23:49:38;Gentilly;IDFM:70543;0 days 23:50:55;0 days 00:01:17;0 days 00:01:17
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Gentilly;IDFM:70543;0 days 23:51:20;Cité Universitaire;IDFM:70623;0 days 23:52:26;0 days 00:01:06;0 days 00:01:06
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 23:52:56;Denfert-Rochereau;IDFM:71056;0 days 23:54:46;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 23:55:26;Luxembourg;IDFM:71161;0 days 23:57:23;0 days 00:01:57;0 days 00:01:57
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Luxembourg;IDFM:71161;0 days 23:57:53;Saint-Michel Notre-Dame;IDFM:73620;0 days 23:59:29;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;1 days 00:00:09;Châtelet les Halles;IDFM:474151;1 days 00:01:29;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Châtelet les Halles;IDFM:474151;1 days 00:02:00;Gare du Nord;IDFM:71410;1 days 00:05:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Gare du Nord;IDFM:71410;1 days 00:06:00;La Plaine Stade de France;IDFM:72211;1 days 00:10:20;0 days 00:04:20;0 days 00:04:20
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;La Plaine Stade de France;IDFM:72211;1 days 00:11:10;La Courneuve - Aubervilliers;IDFM:72598;1 days 00:13:00;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;1 days 00:13:30;Le Bourget;IDFM:72641;1 days 00:16:20;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Le Bourget;IDFM:72641;1 days 00:16:50;Drancy;IDFM:72652;1 days 00:19:00;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Drancy;IDFM:72652;1 days 00:19:30;Le Blanc-Mesnil;IDFM:72648;1 days 00:21:10;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;1 days 00:21:40;Aulnay-sous-Bois;IDFM:72646;1 days 00:23:30;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;1 days 00:24:20;Sevran - Livry;IDFM:73439;1 days 00:27:10;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Sevran - Livry;IDFM:73439;1 days 00:27:40;Vert Galant;IDFM:73482;1 days 00:30:10;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Vert Galant;IDFM:73482;1 days 00:30:40;Villeparisis - Mitry-le-Neuf;IDFM:68916;1 days 00:33:20;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:96579ce9-a20f-4be5-af64-6ca66f72ef6b;IDFM:C01743;Villeparisis - Mitry-le-Neuf;IDFM:68916;1 days 00:33:50;Mitry - Claye;IDFM:69065;1 days 00:38:30;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Robinson;IDFM:427230;0 days 23:51:57;Fontenay-aux-Roses;IDFM:70133;0 days 23:53:58;0 days 00:02:01;0 days 00:02:01
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Fontenay-aux-Roses;IDFM:70133;0 days 23:54:28;Sceaux;IDFM:74265;0 days 23:55:42;0 days 00:01:14;0 days 00:01:14
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Sceaux;IDFM:74265;0 days 23:56:12;Bourg-la-Reine;IDFM:70033;0 days 23:57:40;0 days 00:01:28;0 days 00:01:28
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 23:58:20;Bagneux;IDFM:70210;1 days 00:00:25;0 days 00:02:05;0 days 00:02:05
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Bagneux;IDFM:70210;1 days 00:00:55;Arcueil - Cachan;IDFM:70263;1 days 00:02:05;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Arcueil - Cachan;IDFM:70263;1 days 00:02:35;Laplace;IDFM:70427;1 days 00:04:08;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Laplace;IDFM:70427;1 days 00:04:38;Gentilly;IDFM:70543;1 days 00:05:55;0 days 00:01:17;0 days 00:01:17
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Gentilly;IDFM:70543;1 days 00:06:20;Cité Universitaire;IDFM:70623;1 days 00:07:26;0 days 00:01:06;0 days 00:01:06
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Cité Universitaire;IDFM:70623;1 days 00:07:56;Denfert-Rochereau;IDFM:71056;1 days 00:09:46;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Denfert-Rochereau;IDFM:71056;1 days 00:10:26;Luxembourg;IDFM:71161;1 days 00:12:23;0 days 00:01:57;0 days 00:01:57
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Luxembourg;IDFM:71161;1 days 00:12:53;Saint-Michel Notre-Dame;IDFM:73620;1 days 00:14:29;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;1 days 00:15:09;Châtelet les Halles;IDFM:474151;1 days 00:16:29;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Châtelet les Halles;IDFM:474151;1 days 00:17:00;Gare du Nord;IDFM:71410;1 days 00:20:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Gare du Nord;IDFM:71410;1 days 00:21:00;La Plaine Stade de France;IDFM:72211;1 days 00:25:20;0 days 00:04:20;0 days 00:04:20
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;La Plaine Stade de France;IDFM:72211;1 days 00:26:10;La Courneuve - Aubervilliers;IDFM:72598;1 days 00:28:00;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;1 days 00:28:30;Le Bourget;IDFM:72641;1 days 00:31:20;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Le Bourget;IDFM:72641;1 days 00:31:50;Drancy;IDFM:72652;1 days 00:34:00;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Drancy;IDFM:72652;1 days 00:34:30;Le Blanc-Mesnil;IDFM:72648;1 days 00:36:10;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;1 days 00:36:40;Aulnay-sous-Bois;IDFM:72646;1 days 00:38:30;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;1 days 00:39:20;Sevran - Livry;IDFM:73439;1 days 00:42:10;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Sevran - Livry;IDFM:73439;1 days 00:42:40;Vert Galant;IDFM:73482;1 days 00:45:10;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Vert Galant;IDFM:73482;1 days 00:45:40;Villeparisis - Mitry-le-Neuf;IDFM:68916;1 days 00:48:20;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:0635e5d8-2e7a-4921-a6fc-2ba5f0070d37;IDFM:C01743;Villeparisis - Mitry-le-Neuf;IDFM:68916;1 days 00:48:50;Mitry - Claye;IDFM:69065;1 days 00:53:30;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Saint-Rémy-lès-Chevreuse;IDFM:62978;0 days 22:05:59;Courcelle-sur-Yvette;IDFM:62951;0 days 22:08:24;0 days 00:02:25;0 days 00:02:25
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Courcelle-sur-Yvette;IDFM:62951;0 days 22:08:49;Gif-sur-Yvette;IDFM:62890;0 days 22:11:26;0 days 00:02:37;0 days 00:02:37
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Gif-sur-Yvette;IDFM:62890;0 days 22:11:51;La Hacquinière;IDFM:62825;0 days 22:13:15;0 days 00:01:24;0 days 00:01:24
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;La Hacquinière;IDFM:62825;0 days 22:13:35;Bures-sur-Yvette;IDFM:62851;0 days 22:14:57;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Bures-sur-Yvette;IDFM:62851;0 days 22:15:17;Orsay Ville;IDFM:62892;0 days 22:16:56;0 days 00:01:39;0 days 00:01:39
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Orsay Ville;IDFM:62892;0 days 22:17:36;Le Guichet;IDFM:63025;0 days 22:19:19;0 days 00:01:43;0 days 00:01:43
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Le Guichet;IDFM:63025;0 days 22:19:39;Lozère;IDFM:63029;0 days 22:21:16;0 days 00:01:37;0 days 00:01:37
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Lozère;IDFM:63029;0 days 22:21:36;Palaiseau - Villebon;IDFM:63067;0 days 22:23:40;0 days 00:02:04;0 days 00:02:04
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Palaiseau - Villebon;IDFM:63067;0 days 22:24:10;Palaiseau;IDFM:63175;0 days 22:25:31;0 days 00:01:21;0 days 00:01:21
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Palaiseau;IDFM:63175;0 days 22:26:01;Massy - Palaiseau;IDFM:63244;0 days 22:27:43;0 days 00:01:42;0 days 00:01:42
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Massy - Palaiseau;IDFM:63244;0 days 22:28:33;Massy - Verrières;IDFM:63320;0 days 22:30:18;0 days 00:01:45;0 days 00:01:45
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Massy - Verrières;IDFM:63320;0 days 22:30:38;Les Baconnets;IDFM:69622;0 days 22:32:06;0 days 00:01:28;0 days 00:01:28
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Les Baconnets;IDFM:69622;0 days 22:32:26;Fontaine Michalon;IDFM:69647;0 days 22:33:31;0 days 00:01:05;0 days 00:01:05
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Fontaine Michalon;IDFM:69647;0 days 22:33:51;Antony;IDFM:69759;0 days 22:35:27;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Antony;IDFM:69759;0 days 22:36:07;La Croix de Berny;IDFM:69813;0 days 22:37:18;0 days 00:01:11;0 days 00:01:11
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;La Croix de Berny;IDFM:69813;0 days 22:37:43;Parc de Sceaux;IDFM:69906;0 days 22:39:01;0 days 00:01:18;0 days 00:01:18
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Parc de Sceaux;IDFM:69906;0 days 22:39:21;Bourg-la-Reine;IDFM:70033;0 days 22:40:50;0 days 00:01:29;0 days 00:01:29
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 22:41:20;Cité Universitaire;IDFM:70623;0 days 22:46:26;0 days 00:05:06;0 days 00:05:06
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 22:46:56;Denfert-Rochereau;IDFM:71056;0 days 22:48:46;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 22:49:26;Luxembourg;IDFM:71161;0 days 22:51:23;0 days 00:01:57;0 days 00:01:57
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Luxembourg;IDFM:71161;0 days 22:51:53;Saint-Michel Notre-Dame;IDFM:73620;0 days 22:53:29;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 22:54:09;Châtelet les Halles;IDFM:474151;0 days 22:55:29;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 22:56:00;Gare du Nord;IDFM:71410;0 days 22:59:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 23:00:00;La Plaine Stade de France;IDFM:72211;0 days 23:04:20;0 days 00:04:20;0 days 00:04:20
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 23:05:10;La Courneuve - Aubervilliers;IDFM:72598;0 days 23:07:00;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 23:07:30;Le Bourget;IDFM:72641;0 days 23:10:20;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Le Bourget;IDFM:72641;0 days 23:10:50;Drancy;IDFM:72652;0 days 23:13:00;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Drancy;IDFM:72652;0 days 23:13:30;Le Blanc-Mesnil;IDFM:72648;0 days 23:15:10;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 23:15:40;Aulnay-sous-Bois;IDFM:72646;0 days 23:17:20;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 23:18:10;Sevran Beaudottes;IDFM:73491;0 days 23:20:50;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Sevran Beaudottes;IDFM:73491;0 days 23:21:20;Villepinte;IDFM:73547;0 days 23:23:10;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Villepinte;IDFM:73547;0 days 23:23:40;Parc des Expositions;IDFM:73568;0 days 23:25:10;0 days 00:01:30;0 days 00:01:30
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Parc des Expositions;IDFM:73568;0 days 23:26:00;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 23:30:50;0 days 00:04:50;0 days 00:04:50
IDFM:TN:SNCF:12687032-0ea1-4aef-aa69-b9fbcb3075e4;IDFM:C01743;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 23:31:50;Aéroport Charles de Gaulle 2 (Terminal 2);IDFM:73699;0 days 23:34:20;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Robinson;IDFM:427230;0 days 22:36:57;Fontenay-aux-Roses;IDFM:70133;0 days 22:38:58;0 days 00:02:01;0 days 00:02:01
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Fontenay-aux-Roses;IDFM:70133;0 days 22:39:28;Sceaux;IDFM:74265;0 days 22:40:42;0 days 00:01:14;0 days 00:01:14
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Sceaux;IDFM:74265;0 days 22:41:12;Bourg-la-Reine;IDFM:70033;0 days 22:42:40;0 days 00:01:28;0 days 00:01:28
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 22:43:20;Bagneux;IDFM:70210;0 days 22:45:25;0 days 00:02:05;0 days 00:02:05
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Bagneux;IDFM:70210;0 days 22:45:55;Arcueil - Cachan;IDFM:70263;0 days 22:47:05;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Arcueil - Cachan;IDFM:70263;0 days 22:47:35;Laplace;IDFM:70427;0 days 22:49:08;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Laplace;IDFM:70427;0 days 22:49:38;Gentilly;IDFM:70543;0 days 22:50:55;0 days 00:01:17;0 days 00:01:17
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Gentilly;IDFM:70543;0 days 22:51:20;Cité Universitaire;IDFM:70623;0 days 22:52:26;0 days 00:01:06;0 days 00:01:06
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 22:52:56;Denfert-Rochereau;IDFM:71056;0 days 22:54:46;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 22:55:26;Luxembourg;IDFM:71161;0 days 22:57:23;0 days 00:01:57;0 days 00:01:57
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Luxembourg;IDFM:71161;0 days 22:57:53;Saint-Michel Notre-Dame;IDFM:73620;0 days 22:59:29;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 23:00:09;Châtelet les Halles;IDFM:474151;0 days 23:01:29;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 23:02:00;Gare du Nord;IDFM:71410;0 days 23:05:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 23:06:00;La Plaine Stade de France;IDFM:72211;0 days 23:10:20;0 days 00:04:20;0 days 00:04:20
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 23:11:10;La Courneuve - Aubervilliers;IDFM:72598;0 days 23:13:00;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 23:13:30;Le Bourget;IDFM:72641;0 days 23:16:20;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Le Bourget;IDFM:72641;0 days 23:16:50;Drancy;IDFM:72652;0 days 23:19:00;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Drancy;IDFM:72652;0 days 23:19:30;Le Blanc-Mesnil;IDFM:72648;0 days 23:21:10;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 23:21:40;Aulnay-sous-Bois;IDFM:72646;0 days 23:23:30;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 23:24:20;Sevran - Livry;IDFM:73439;0 days 23:27:10;0 days 00:02:50;0 days 00:02:50
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Sevran - Livry;IDFM:73439;0 days 23:27:40;Vert Galant;IDFM:73482;0 days 23:30:10;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Vert Galant;IDFM:73482;0 days 23:30:40;Villeparisis - Mitry-le-Neuf;IDFM:68916;0 days 23:33:20;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:d32d07af-7c8e-47a8-829b-6b7dfc6043d6;IDFM:C01743;Villeparisis - Mitry-le-Neuf;IDFM:68916;0 days 23:33:50;Mitry - Claye;IDFM:69065;0 days 23:38:30;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:670479d7-a2e6-42bf-a241-d093f8c60b8c;IDFM:C01743;Aéroport Charles de Gaulle 2 (Terminal 2);IDFM:73699;0 days 23:51:20;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 23:53:00;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:670479d7-a2e6-42bf-a241-d093f8c60b8c;IDFM:C01743;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 23:54:00;Parc des Expositions;IDFM:73568;0 days 23:58:30;0 days 00:04:30;0 days 00:04:30
