trip_id,trip_line,trip_headsign,trip_short_name,destination,destination_id,origin,origin_id,time_departure,arrival,arrival_id,time_arrival,time_travelled,direction
IDFM:TN:SNCF:c1a540a0-cbb0-41bc-95a3-764c5b23fcb5,IDFM:C01743,EAST,EADU93,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Parc des Expositions,IDFM:73568,81840.0,Aéroport CDG 1 (Terminal 3) - RER,IDFM:73596,82130.0,290.0,1.0
IDFM:TN:SNCF:c1a540a0-cbb0-41bc-95a3-764c5b23fcb5,IDFM:C01743,EAST,EADU93,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Aéroport CDG 1 (Terminal 3) - RER,IDFM:73596,82190.0,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,82340.0,150.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Robinson,IDFM:427230,18092.0,Fontenay-aux-Roses,IDFM:70133,18186.0,94.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Fontenay-aux-Roses,IDFM:70133,18211.0,Sceaux,IDFM:74265,18285.0,74.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Sceaux,IDFM:74265,18309.0,Bourg-la-Reine,IDFM:70033,18397.0,88.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Bourg-la-Reine,IDFM:70033,18429.0,Bagneux,IDFM:70210,18554.0,125.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Bagneux,IDFM:70210,18579.0,Arcueil - Cachan,IDFM:70263,18650.0,71.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Arcueil - Cachan,IDFM:70263,18674.0,Laplace,IDFM:70427,18768.0,94.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Laplace,IDFM:70427,18794.0,Gentilly,IDFM:70543,18870.0,76.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Gentilly,IDFM:70543,18894.0,Cité Universitaire,IDFM:70623,18960.0,66.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Cité Universitaire,IDFM:70623,18992.0,Denfert-Rochereau,IDFM:71056,19102.0,110.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Denfert-Rochereau,IDFM:71056,19154.0,Luxembourg,IDFM:71161,19274.0,120.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Luxembourg,IDFM:71161,19312.0,Saint-Michel Notre-Dame,IDFM:73620,19408.0,96.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Saint-Michel Notre-Dame,IDFM:73620,19449.0,Châtelet les Halles,IDFM:474151,19529.0,80.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Châtelet les Halles,IDFM:474151,19560.0,Gare du Nord,IDFM:71410,19740.0,180.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Gare du Nord,IDFM:71410,19800.0,La Plaine Stade de France,IDFM:72211,20060.0,260.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,La Plaine Stade de France,IDFM:72211,20110.0,La Courneuve - Aubervilliers,IDFM:72598,20220.0,110.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,La Courneuve - Aubervilliers,IDFM:72598,20250.0,Le Bourget,IDFM:72641,20420.0,170.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Le Bourget,IDFM:72641,20450.0,Drancy,IDFM:72652,20580.0,130.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Drancy,IDFM:72652,20610.0,Le Blanc-Mesnil,IDFM:72648,20710.0,100.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Le Blanc-Mesnil,IDFM:72648,20740.0,Aulnay-sous-Bois,IDFM:72646,20840.0,100.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Aulnay-sous-Bois,IDFM:72646,20890.0,Sevran Beaudottes,IDFM:73491,21050.0,160.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Sevran Beaudottes,IDFM:73491,21080.0,Villepinte,IDFM:73547,21190.0,110.0,1.0
IDFM:TN:SNCF:b13bd470-34f6-4e56-a6b9-b6ef907d612a,IDFM:C01743,ELAN,ELET05,Aéroport Charles de Gaulle 2 (Terminal 2),IDFM:73699,Villepinte,IDFM:73547,21220.0,Parc des Expositions,IDFM:73568,21310.0,90.0,1.0
