,trip_id,trip_line,trip_headsign,trip_short_name,destination,destination_id,origin,origin_id,time_departure,arrival,arrival_id,time_arrival,time_travelled,direction
66,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Bagneux,IDFM:70210,85554.0,Arcueil - Cachan,IDFM:70263,85625.0,71.0,1.0
67,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Arcueil - Cachan,IDFM:70263,85650.0,Laplace,IDFM:70427,85744.0,94.0,1.0
68,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Laplace,IDFM:70427,85769.0,Gentilly,IDFM:70543,85845.0,76.0,1.0
69,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Gentilly,IDFM:70543,85869.0,Cité Universitaire,IDFM:70623,85935.0,66.0,1.0
70,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Cité Universitaire,IDFM:70623,85962.0,Denfert-Rochereau,IDFM:71056,86072.0,110.0,1.0
71,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Denfert-Rochereau,IDFM:71056,86124.0,Luxembourg,IDFM:71161,86244.0,120.0,1.0
72,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Luxembourg,IDFM:71161,86277.0,Saint-Michel Notre-Dame,IDFM:73620,86373.0,96.0,1.0
73,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Saint-Michel Notre-Dame,IDFM:73620,86409.0,Châtelet les Halles,IDFM:474151,86489.0,80.0,1.0
74,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Châtelet les Halles,IDFM:474151,86520.0,Gare du Nord,IDFM:71410,86700.0,180.0,1.0
75,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Gare du Nord,IDFM:71410,86760.0,La Plaine Stade de France,IDFM:72211,87020.0,260.0,1.0
76,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,La Plaine Stade de France,IDFM:72211,87070.0,La Courneuve - Aubervilliers,IDFM:72598,87180.0,110.0,1.0
77,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,La Courneuve - Aubervilliers,IDFM:72598,87210.0,Le Bourget,IDFM:72641,87380.0,170.0,1.0
78,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Le Bourget,IDFM:72641,87410.0,Drancy,IDFM:72652,87540.0,130.0,1.0
79,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Drancy,IDFM:72652,87570.0,Le Blanc-Mesnil,IDFM:72648,87670.0,100.0,1.0
80,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Le Blanc-Mesnil,IDFM:72648,87700.0,Aulnay-sous-Bois,IDFM:72646,87810.0,110.0,1.0
81,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Aulnay-sous-Bois,IDFM:72646,87860.0,Sevran - Livry,IDFM:73439,88020.0,160.0,1.0
82,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Sevran - Livry,IDFM:73439,88050.0,Vert Galant,IDFM:73482,88260.0,210.0,1.0
83,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Vert Galant,IDFM:73482,88290.0,Villeparisis - Mitry-le-Neuf,IDFM:68916,88440.0,150.0,1.0
84,IDFM:TN:SNCF:c78a0169-87ef-4d62-abdf-f0be73792da9,IDFM:C01743,ILIC,ILOG23,Mitry - Claye,IDFM:69065,Villeparisis - Mitry-le-Neuf,IDFM:68916,88470.0,Mitry - Claye,IDFM:69065,88710.0,240.0,1.0
85,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Robinson,IDFM:427230,83247.0,Fontenay-aux-Roses,IDFM:70133,83366.0,119.0,1.0
86,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Fontenay-aux-Roses,IDFM:70133,83386.0,Sceaux,IDFM:74265,83460.0,74.0,1.0
87,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Sceaux,IDFM:74265,83484.0,Bourg-la-Reine,IDFM:70033,83572.0,88.0,1.0
88,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Bourg-la-Reine,IDFM:70033,83604.0,Bagneux,IDFM:70210,83729.0,125.0,1.0
89,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Bagneux,IDFM:70210,83754.0,Arcueil - Cachan,IDFM:70263,83825.0,71.0,1.0
90,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Arcueil - Cachan,IDFM:70263,83850.0,Laplace,IDFM:70427,83944.0,94.0,1.0
91,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Laplace,IDFM:70427,83969.0,Gentilly,IDFM:70543,84045.0,76.0,1.0
92,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Gentilly,IDFM:70543,84069.0,Cité Universitaire,IDFM:70623,84135.0,66.0,1.0
93,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Cité Universitaire,IDFM:70623,84162.0,Denfert-Rochereau,IDFM:71056,84272.0,110.0,1.0
94,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Denfert-Rochereau,IDFM:71056,84324.0,Luxembourg,IDFM:71161,84444.0,120.0,1.0
95,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Luxembourg,IDFM:71161,84477.0,Saint-Michel Notre-Dame,IDFM:73620,84573.0,96.0,1.0
96,IDFM:TN:SNCF:feeb6f3d-d3c3-4fad-82db-50b95338d22a,IDFM:C01743,ILIC,ILOG15,Mitry - Claye,IDFM:69065,Saint-Michel Notre-Dame,IDFM:73620,84609.0,Châtelet les Halles,IDFM:474151,84689.0,80.0,1.0
