time_recorded,num,miss,date,mode,term,direction,etat
2022-06-24 10:06:43,KONI34,KONI,24-06-2022 10:08,R,87393579,1,Supprimé
2022-06-24 10:06:43,PITO32,PITO,24-06-2022 10:08,R,87758789,1,
2022-06-24 10:06:43,ECHO13,ECHO,24-06-2022 10:14,R,87001479,1,
2022-06-24 10:06:43,PITO38,PITO,24-06-2022 10:23,R,87758896,1,
2022-06-24 10:06:43,EPIR15,EPIR,24-06-2022 10:28,R,87001479,1,
2022-06-24 10:06:43,KONI40,KONI,24-06-2022 10:29,R,87393579,0,
2022-06-24 10:06:43,ECHO19,ECHO,24-06-2022 10:37,R,87001479,1,
2022-06-24 10:06:43,EPIR21,EPIR,24-06-2022 10:39,R,87001479,0,
2022-06-24 10:06:43,PITO44,PITO,24-06-2022 10:44,R,87758896,0,
2022-06-24 10:06:43,ECHO25,ECHO,24-06-2022 10:49,R,87758623,0,Supprimé
2022-06-24 10:06:43,KONI46,KONI,24-06-2022 10:50,R,87393579,0,
2022-06-24 10:06:43,EPIR27,EPIR,24-06-2022 10:55,R,87001479,0,
2022-06-24 10:06:43,PITO50,PITO,24-06-2022 11:05,R,87758789,1,Supprimé
2022-06-24 10:06:43,ECHO31,ECHO,24-06-2022 11:10,R,87001479,1,
2022-06-24 10:06:43,KONI52,KONI,24-06-2022 11:11,R,87393579,1,
2022-06-24 10:06:43,EPIR33,EPIR,24-06-2022 11:16,R,87001479,1,
2022-06-24 10:06:43,PITO56,PITO,24-06-2022 11:26,R,87758896,1,
2022-06-24 10:06:43,ECHO37,ECHO,24-06-2022 11:31,R,87001479,1,
2022-06-24 10:06:43,KONI58,KONI,24-06-2022 11:32,R,87393579,1,
2022-06-24 10:06:43,EPIR39,EPIR,24-06-2022 11:37,R,87758623,1,Supprimé
2022-06-24 10:06:43,PITO62,PITO,24-06-2022 11:47,R,87758896,0,
2022-06-24 10:06:43,ECHO43,ECHO,24-06-2022 11:52,R,87001479,0,
2022-06-24 10:06:43,KONI64,KONI,24-06-2022 11:53,R,87758623,0,Supprimé
2022-06-24 10:06:43,EPIR45,EPIR,24-06-2022 11:58,R,87001479,0,
2022-06-24 10:06:43,PITO68,PITO,24-06-2022 12:08,R,87758896,0,
2022-06-24 10:06:43,ECHO49,ECHO,24-06-2022 12:13,R,87001479,0,
2022-06-24 10:06:43,KONI70,KONI,24-06-2022 12:14,R,87393579,1,
2022-06-24 10:06:43,EPIR51,EPIR,24-06-2022 12:19,R,87001479,1,
2022-06-24 10:06:43,PITO74,PITO,24-06-2022 12:29,R,87758896,1,
2022-06-24 10:06:43,ECHO55,ECHO,24-06-2022 12:34,R,87001479,1,
2022-06-24 10:06:43,KONI34,KONI,24-06-2022 10:08,R,87393579,1,Supprimé
2022-06-24 10:06:43,PITO32,PITO,24-06-2022 10:08,R,87758789,1,
2022-06-24 10:06:43,ECHO13,ECHO,24-06-2022 10:14,R,87001479,1,
2022-06-24 10:06:43,PITO38,PITO,24-06-2022 10:23,R,87758896,1,
2022-06-24 10:06:43,EPIR15,EPIR,24-06-2022 10:28,R,87001479,1,
2022-06-24 10:06:43,KONI40,KONI,24-06-2022 10:29,R,87393579,0,
2022-06-24 10:06:43,ECHO19,ECHO,24-06-2022 10:37,R,87001479,1,
